4.355574e+00 4.102726e+00 3.858416e+00 3.622625e+00 3.395335e+00 3.176528e+00 2.966189e+00 2.764296e+00 2.570829e+00 2.385762e+00 2.209063e+00 2.040698e+00 1.880623e+00 1.728786e+00 1.585126e+00 1.449571e+00 1.322037e+00 1.202424e+00 1.090618e+00 9.864891e-01 8.898862e-01 8.006406e-01 7.185623e-01 6.434411e-01 5.750457e-01 5.131253e-01 4.574110e-01 4.076188e-01 3.634525e-01 3.246079e-01 2.907776e-01 2.616549e-01 2.369391e-01 2.163389e-01 1.995755e-01 1.863852e-01 1.765209e-01 1.697521e-01 1.658653e-01 1.646629e-01 1.659622e-01 1.695943e-01 1.754025e-01 1.832413e-01 1.929752e-01 2.044775e-01 2.176298e-01 2.323213e-01 2.484482e-01 2.659135e-01 2.846262e-01 3.045013e-01 3.254598e-01 3.474275e-01 3.703353e-01 3.941186e-01 4.187166e-01 4.440720e-01 4.701301e-01 4.968384e-01 5.241456e-01 5.520014e-01 5.803553e-01 6.091564e-01 6.383527e-01 6.678904e-01 6.977136e-01 7.277642e-01 7.579813e-01 7.883017e-01 8.186593e-01 8.489858e-01 8.792108e-01 9.092624e-01 9.390675e-01 9.685528e-01 9.976454e-01 1.026274e+00 1.054368e+00 1.081861e+00 1.108690e+00 1.134798e+00 1.160129e+00 1.184639e+00 1.208284e+00 1.231032e+00 1.252855e+00 1.273732e+00 1.293652e+00 1.312608e+00 1.330599e+00 1.347633e+00 1.363722e+00 1.378883e+00 1.393138e+00 1.406513e+00 1.419037e+00 1.430741e+00 1.441659e+00 1.451826e+00
4.354326e+00 4.101540e+00 3.857291e+00 3.621561e+00 3.394332e+00 3.175587e+00 2.965309e+00 2.763478e+00 2.570071e+00 2.385063e+00 2.208423e+00 2.040114e+00 1.880094e+00 1.728310e+00 1.584700e+00 1.449192e+00 1.321700e+00 1.202126e+00 1.090353e+00 9.862507e-01 8.896678e-01 8.004341e-01 7.183590e-01 6.432310e-01 5.748176e-01 5.128669e-01 4.571090e-01 4.072583e-01 3.630176e-01 3.240813e-01 2.901408e-01 2.608883e-01 2.360217e-01 2.152486e-01 1.982891e-01 1.848787e-01 1.747690e-01 1.677291e-01 1.635447e-01 1.620179e-01 1.629656e-01 1.662190e-01 1.716217e-01 1.790286e-01 1.883051e-01 1.993254e-01 2.119726e-01 2.261373e-01 2.417175e-01 2.586179e-01 2.767496e-01 2.960297e-01 3.163810e-01 3.377313e-01 3.600134e-01 3.831642e-01 4.071244e-01 4.318378e-01 4.572505e-01 4.833106e-01 5.099672e-01 5.371696e-01 5.648673e-01 5.930086e-01 6.215405e-01 6.504083e-01 6.795549e-01 7.089208e-01 7.384441e-01 7.680599e-01 7.977013e-01 8.272989e-01 8.567815e-01 8.860767e-01 9.151112e-01 9.438119e-01 9.721065e-01 9.999242e-01 1.027197e+00 1.053859e+00 1.079850e+00 1.105113e+00 1.129600e+00 1.153263e+00 1.176067e+00 1.197980e+00 1.218978e+00 1.239043e+00 1.258166e+00 1.276343e+00 1.293577e+00 1.309876e+00 1.325256e+00 1.339734e+00 1.353334e+00 1.366082e+00 1.378009e+00 1.389146e+00 1.399527e+00 1.409187e+00
4.353020e+00 4.100297e+00 3.856113e+00 3.620447e+00 3.393283e+00 3.174603e+00 2.964388e+00 2.762621e+00 2.569277e+00 2.384331e+00 2.207752e+00 2.039503e+00 1.879541e+00 1.727812e+00 1.584254e+00 1.448795e+00 1.321348e+00 1.201814e+00 1.090076e+00 9.860021e-01 8.894403e-01 8.002196e-01 7.181482e-01 6.430135e-01 5.745820e-01 5.126005e-01 4.567979e-01 4.068874e-01 3.625704e-01 3.235402e-01 2.894868e-01 2.601012e-01 2.350803e-01 2.141305e-01 1.969708e-01 1.833358e-01 1.729764e-01 1.656608e-01 1.611743e-01 1.593185e-01 1.599106e-01 1.627816e-01 1.677755e-01 1.747481e-01 1.835652e-01 1.941027e-01 2.062448e-01 2.198839e-01 2.349195e-01 2.512583e-01 2.688134e-01 2.875039e-01 3.072545e-01 3.279949e-01 3.496596e-01 3.721869e-01 3.955190e-01 4.196004e-01 4.443781e-01 4.698005e-01 4.958168e-01 5.223761e-01 5.494274e-01 5.769182e-01 6.047946e-01 6.330007e-01 6.614783e-01 6.901667e-01 7.190023e-01 7.479195e-01 7.768500e-01 8.057235e-01 8.344683e-01 8.630116e-01 8.912802e-01 9.192012e-01 9.467030e-01 9.737160e-01 1.000173e+00 1.026012e+00 1.051173e+00 1.075603e+00 1.099255e+00 1.122086e+00 1.144062e+00 1.165155e+00 1.185344e+00 1.204614e+00 1.222958e+00 1.240376e+00 1.256873e+00 1.272459e+00 1.287150e+00 1.300967e+00 1.313934e+00 1.326078e+00 1.337429e+00 1.348021e+00 1.357886e+00 1.367059e+00
4.351653e+00 4.098997e+00 3.854880e+00 3.619282e+00 3.392185e+00 3.173572e+00 2.963425e+00 2.761724e+00 2.568446e+00 2.383566e+00 2.207051e+00 2.038864e+00 1.878962e+00 1.727291e+00 1.583788e+00 1.448380e+00 1.320981e+00 1.201488e+00 1.089787e+00 9.857429e-01 8.892035e-01 7.999966e-01 7.179296e-01 6.427885e-01 5.743388e-01 5.123261e-01 4.564778e-01 4.065061e-01 3.621110e-01 3.229846e-01 2.888156e-01 2.592940e-01 2.341153e-01 2.129850e-01 1.956211e-01 1.817573e-01 1.711438e-01 1.635482e-01 1.587553e-01 1.565667e-01 1.567993e-01 1.592846e-01 1.638671e-01 1.704032e-01 1.787600e-01 1.888143e-01 2.004520e-01 2.135670e-01 2.280608e-01 2.438420e-01 2.608256e-01 2.789325e-01 2.980895e-01 3.182279e-01 3.392839e-01 3.611972e-01 3.839109e-01 4.073705e-01 4.315236e-01 4.563188e-01 4.817050e-01 5.076313e-01 5.340458e-01 5.608953e-01 5.881248e-01 6.156773e-01 6.434932e-01 6.715105e-01 6.996647e-01 7.278887e-01 7.561133e-01 7.842676e-01 8.122793e-01 8.400752e-01 8.675825e-01 8.947289e-01 9.214435e-01 9.476582e-01 9.733076e-01 9.983308e-01 1.022671e+00 1.046278e+00 1.069107e+00 1.091118e+00 1.112281e+00 1.132569e+00 1.151966e+00 1.170459e+00 1.188045e+00 1.204723e+00 1.220503e+00 1.235397e+00 1.249421e+00 1.262598e+00 1.274954e+00 1.286515e+00 1.297313e+00 1.307379e+00 1.316749e+00 1.325455e+00
4.350223e+00 4.097637e+00 3.853590e+00 3.618062e+00 3.391036e+00 3.172494e+00 2.962417e+00 2.760786e+00 2.567577e+00 2.382765e+00 2.206317e+00 2.038196e+00 1.878356e+00 1.726746e+00 1.583301e+00 1.447947e+00 1.320596e+00 1.201148e+00 1.089485e+00 9.854727e-01 8.889570e-01 7.997651e-01 7.177031e-01 6.425560e-01 5.740880e-01 5.120435e-01 4.561487e-01 4.061144e-01 3.616395e-01 3.224147e-01 2.881275e-01 2.584668e-01 2.331271e-01 2.118126e-01 1.942407e-01 1.801441e-01 1.692723e-01 1.613926e-01 1.562895e-01 1.537643e-01 1.536342e-01 1.557311e-01 1.598999e-01 1.659981e-01 1.738938e-01 1.834653e-01 1.945998e-01 2.071932e-01 2.211487e-01 2.363768e-01 2.527944e-01 2.703244e-01 2.888953e-01 3.084401e-01 3.288964e-01 3.502053e-01 3.723107e-01 3.951590e-01 4.186979e-01 4.428761e-01 4.676425e-01 4.929456e-01 5.187327e-01 5.449497e-01 5.715406e-01 5.984471e-01 6.256083e-01 6.529611e-01 6.804396e-01 7.079757e-01 7.354995e-01 7.629392e-01 7.902223e-01 8.172756e-01 8.440265e-01 8.704035e-01 8.963368e-01 9.217597e-01 9.466088e-01 9.708251e-01 9.943549e-01 1.017150e+00 1.039168e+00 1.060373e+00 1.080737e+00 1.100237e+00 1.118859e+00 1.136593e+00 1.153438e+00 1.169398e+00 1.184482e+00 1.198704e+00 1.212083e+00 1.224642e+00 1.236407e+00 1.247407e+00 1.257672e+00 1.267235e+00 1.276129e+00 1.284388e+00
4.348726e+00 4.096213e+00 3.852239e+00 3.616786e+00 3.389833e+00 3.171365e+00 2.961362e+00 2.759804e+00 2.566668e+00 2.381927e+00 2.205549e+00 2.037496e+00 1.877723e+00 1.726176e+00 1.582791e+00 1.447493e+00 1.320195e+00 1.200793e+00 1.089171e+00 9.851912e-01 8.887006e-01 7.995248e-01 7.174686e-01 6.423159e-01 5.738296e-01 5.117529e-01 4.558107e-01 4.057126e-01 3.611561e-01 3.218308e-01 2.874229e-01 2.576202e-01 2.321162e-01 2.106141e-01 1.928304e-01 1.784971e-01 1.673633e-01 1.591957e-01 1.537787e-01 1.509137e-01 1.504180e-01 1.521240e-01 1.558776e-01 1.615370e-01 1.689716e-01 1.780611e-01 1.886946e-01 2.007693e-01 2.141906e-01 2.288707e-01 2.447285e-01 2.616887e-01 2.796815e-01 2.986415e-01 3.185076e-01 3.392219e-01 3.607292e-01 3.829764e-01 4.059115e-01 4.294831e-01 4.536397e-01 4.783292e-01 5.034980e-01 5.290912e-01 5.550515e-01 5.813192e-01 6.078325e-01 6.345269e-01 6.613353e-01 6.881888e-01 7.150165e-01 7.417463e-01 7.683054e-01 7.946208e-01 8.206204e-01 8.462336e-01 8.713918e-01 8.960300e-01 9.200867e-01 9.435053e-01 9.662345e-01 9.882288e-01 1.009449e+00 1.029862e+00 1.049443e+00 1.068171e+00 1.086036e+00 1.103030e+00 1.119155e+00 1.134415e+00 1.148824e+00 1.162395e+00 1.175150e+00 1.187113e+00 1.198309e+00 1.208768e+00 1.218521e+00 1.227600e+00 1.236038e+00 1.243869e+00
4.347159e+00 4.094723e+00 3.850826e+00 3.615450e+00 3.388575e+00 3.170184e+00 2.960258e+00 2.758777e+00 2.565716e+00 2.381050e+00 2.204746e+00 2.036764e+00 1.877060e+00 1.725580e+00 1.582258e+00 1.447019e+00 1.319775e+00 1.200423e+00 1.088842e+00 9.848978e-01 8.884340e-01 7.992754e-01 7.172258e-01 6.420680e-01 5.735635e-01 5.114543e-01 4.554640e-01 4.053008e-01 3.606611e-01 3.212331e-01 2.867022e-01 2.567547e-01 2.310832e-01 2.093901e-01 1.913912e-01 1.768177e-01 1.654182e-01 1.569593e-01 1.512252e-01 1.480174e-01 1.471537e-01 1.484671e-01 1.518043e-01 1.570245e-01 1.639986e-01 1.726078e-01 1.827427e-01 1.943025e-01 2.071942e-01 2.213320e-01 2.366367e-01 2.530348e-01 2.704578e-01 2.888421e-01 3.081276e-01 3.282574e-01 3.491770e-01 3.708336e-01 3.931752e-01 4.161503e-01 4.397069e-01 4.637922e-01 4.883517e-01 5.133293e-01 5.386666e-01 5.643027e-01 5.901745e-01 6.162163e-01 6.423600e-01 6.685358e-01 6.946722e-01 7.206968e-01 7.465366e-01 7.721190e-01 7.973727e-01 8.222278e-01 8.466176e-01 8.704785e-01 8.937514e-01 9.163820e-01 9.383215e-01 9.595272e-01 9.799628e-01 9.995987e-01 1.018412e+00 1.036386e+00 1.053511e+00 1.069784e+00 1.085208e+00 1.099790e+00 1.113543e+00 1.126485e+00 1.138638e+00 1.150024e+00 1.160673e+00 1.170612e+00 1.179873e+00 1.188488e+00 1.196489e+00 1.203909e+00
4.345519e+00 4.093164e+00 3.849348e+00 3.614052e+00 3.387259e+00 3.168948e+00 2.959103e+00 2.757702e+00 2.564721e+00 2.380133e+00 2.203905e+00 2.035999e+00 1.876367e+00 1.724956e+00 1.581701e+00 1.446524e+00 1.319337e+00 1.200035e+00 1.088500e+00 9.845923e-01 8.881568e-01 7.990167e-01 7.169747e-01 6.418123e-01 5.732897e-01 5.111477e-01 4.551085e-01 4.048792e-01 3.601547e-01 3.206222e-01 2.859658e-01 2.558709e-01 2.300290e-01 2.081418e-01 1.899242e-01 1.751071e-01 1.634387e-01 1.546853e-01 1.486312e-01 1.450782e-01 1.438447e-01 1.447641e-01 1.476843e-01 1.524657e-01 1.589805e-01 1.671115e-01 1.767511e-01 1.878001e-01 2.001675e-01 2.137694e-01 2.285282e-01 2.443721e-01 2.612343e-01 2.790523e-01 2.977671e-01 3.173226e-01 3.376648e-01 3.587410e-01 3.804995e-01 4.028881e-01 4.258544e-01 4.493446e-01 4.733034e-01 4.976734e-01 5.223951e-01 5.474064e-01 5.726428e-01 5.980376e-01 6.235219e-01 6.490249e-01 6.744747e-01 6.997987e-01 7.249240e-01 7.497786e-01 7.742918e-01 7.983952e-01 8.220235e-01 8.451152e-01 8.676133e-01 8.894659e-01 9.106271e-01 9.310570e-01 9.507220e-01 9.695956e-01 9.876574e-01 1.004894e+00 1.021298e+00 1.036870e+00 1.051612e+00 1.065536e+00 1.078655e+00 1.090989e+00 1.102559e+00 1.113391e+00 1.123512e+00 1.132951e+00 1.141740e+00 1.149910e+00 1.157493e+00 1.164521e+00
4.343804e+00 4.091532e+00 3.847801e+00 3.612590e+00 3.385881e+00 3.167656e+00 2.957895e+00 2.756577e+00 2.563680e+00 2.379174e+00 2.203026e+00 2.035198e+00 1.875643e+00 1.724305e+00 1.581118e+00 1.446006e+00 1.318879e+00 1.199631e+00 1.088143e+00 9.842742e-01 8.878687e-01 7.987485e-01 7.167152e-01 6.415487e-01 5.730083e-01 5.108333e-01 4.547447e-01 4.044481e-01 3.596374e-01 3.199985e-01 2.852144e-01 2.549695e-01 2.289544e-01 2.068700e-01 1.884308e-01 1.733670e-01 1.614267e-01 1.523760e-01 1.459995e-01 1.420994e-01 1.404944e-01 1.410191e-01 1.435223e-01 1.478658e-01 1.539232e-01 1.615788e-01 1.707268e-01 1.812700e-01 1.931190e-01 2.061917e-01 2.204123e-01 2.357106e-01 2.520210e-01 2.692823e-01 2.874364e-01 3.064279e-01 3.262031e-01 3.467095e-01 3.678948e-01 3.897068e-01 4.120921e-01 4.349962e-01 4.583625e-01 4.821327e-01 5.062458e-01 5.306387e-01 5.552458e-01 5.799991e-01 6.048289e-01 6.296640e-01 6.544319e-01 6.790600e-01 7.034758e-01 7.276078e-01 7.513865e-01 7.747447e-01 7.976190e-01 8.199499e-01 8.416827e-01 8.627681e-01 8.831630e-01 9.028301e-01 9.217390e-01 9.398658e-01 9.571932e-01 9.737102e-01 9.894122e-01 1.004301e+00 1.018382e+00 1.031667e+00 1.044173e+00 1.055919e+00 1.066928e+00 1.077225e+00 1.086839e+00 1.095799e+00 1.104135e+00 1.111879e+00 1.119062e+00 1.125715e+00
4.342009e+00 4.089825e+00 3.846182e+00 3.611060e+00 3.384440e+00 3.166303e+00 2.956631e+00 2.755401e+00 2.562590e+00 2.378170e+00 2.202107e+00 2.034361e+00 1.874885e+00 1.723623e+00 1.580509e+00 1.445465e+00 1.318401e+00 1.199210e+00 1.087770e+00 9.839430e-01 8.875694e-01 7.984706e-01 7.164470e-01 6.412773e-01 5.727194e-01 5.105113e-01 4.543726e-01 4.040079e-01 3.591096e-01 3.193626e-01 2.844486e-01 2.540513e-01 2.278605e-01 2.055762e-01 1.869124e-01 1.715992e-01 1.593843e-01 1.500340e-01 1.433331e-01 1.390842e-01 1.371069e-01 1.372367e-01 1.393235e-01 1.432305e-01 1.488329e-01 1.560166e-01 1.646775e-01 1.747201e-01 1.860571e-01 1.986080e-01 2.122985e-01 2.270599e-01 2.428280e-01 2.595426e-01 2.771462e-01 2.955840e-01 3.148026e-01 3.347493e-01 3.553716e-01 3.766165e-01 3.984301e-01 4.207565e-01 4.435385e-01 4.667162e-01 4.902276e-01 5.140084e-01 5.379917e-01 5.621088e-01 5.862892e-01 6.104610e-01 6.345518e-01 6.584889e-01 6.822002e-01 7.056152e-01 7.286655e-01 7.512856e-01 7.734138e-01 7.949928e-01 8.159703e-01 8.362998e-01 8.559407e-01 8.748589e-01 8.930265e-01 9.104226e-01 9.270325e-01 9.428478e-01 9.578663e-01 9.720913e-01 9.855311e-01 9.981989e-01 1.010112e+00 1.021290e+00 1.031758e+00 1.041542e+00 1.050669e+00 1.059168e+00 1.067070e+00 1.074406e+00 1.081206e+00 1.087501e+00
